3319
https://www.findamasters.com/masters-degrees/course/financial-economics-msc/?i282d4294c34264
Financial Economics - MSc
University of Birmingham
Birmingham Business School
True
Combining generic and specialist financial modules, the MSc Financial Economics programme offers a comprehensive grounding in financial markets and banking from an economics
September
FeesPlease see the university website for further information on fees for this course.
MSc
1 year full-time
Birmingham
United Kingdom
On Campus
