2760
https://www.findamasters.com/masters-degrees/course/education-mathematics-education-msc/?i287d6199c26965
Education (Mathematics Education) - MSc
University of Bristol
Faculty of Social Sciences and Law
True
This pathway is designed for UK and international mathematics teachers and other professionals working in mathematics education, from primary schools to Higher Education, or those working in community-based settings.You will be supported in integrating the theory and practice of teaching and learning mathematics by:
September
FeesPlease see the university website for further information on fees for this course.
MSc
1 year full-time, 2-3 years part-time
Bristol
United Kingdom
On Campus
