4330
https://www.findamasters.com/masters-degrees/course/international-management-and-business-development-msc/?i873d7372c37214
International Management and Business Development - MSc
GCU London
GCU London
True
The world is more interconnected than ever - and successful managers must understand how to operate in an international organisational environment. In the MSc International Management and Business Development, you'll build on your theoretical knowledge, solidify your practical skills and broaden your understanding of business and culture across the globe. You will:
January, September
FeesPlease see the university website for further information on fees for this course.
MSc
12-16 months full-time; 2-3 years part-time
London
United Kingdom
On Campus
