4608
https://www.findamasters.com/masters-degrees/course/ma-msc-product-design/?i160d4380c58680
MA/MSc - Product Design
Manchester Metropolitan University
Manchester School of Art
True
This course is at the forefront of production design and manufacturing practices and brings together students from creative and technical backgrounds, to foster original approaches to product design for manufacture. It supports you to explore and develop personal design methodologies and philosophies, and locate these within a deep understanding of historical, contemporary and future design practices, and wider social and cultural contexts.
September
FeesPlease see the university website for further information on fees for this course.
MA,MSc
1 Year Full Time / 2 Years Part Time
Manchester
United Kingdom
On Campus
