4415
https://www.findamasters.com/masters-degrees/course/international-trade-chinese-business/?i3236d8240c57985
International Trade (Chinese Business)
Zhejiang Gongshan University
International Programs
True
The Master program of Chinese Language in the field of Business Chinese is designed by Zhejiang Gongshang University for international students and is aimed to equip international students with the systematic knowledge of modern Chinese and the basic knowledge and skills of business Chinese.Through study, the students are expected to acquire as follows:
September
FeesUS$3500 per year
MA,MSc
2 years
Hangzhou
China
On Campus
