5127
https://www.findamasters.com/masters-degrees/course/master-of-science-in-finance/?i482d7482c44088
Master of Science in Finance
University of Tampa
Masters Programs
True
The University of Tampa's Master of Science in Finance, a STEM approved program, prepares students for careers in the ever-changing financial industry. Changes in the investment industry and the financial markets require well-trained financial professionals to make value-enhancing decisions as information becomes available and the business environment
See Course
FeesPlease see the university website for further information on fees for this course.
MSc
See course dates on website
Tampa
USA
On Campus
