3383
https://www.findamasters.com/masters-degrees/course/fintech-management-msc/?i364d8644c69361
FinTech Management - MSc
Ulster University
Ulster Online
False
Gain a solid grounding in key aspects of financial technology and its all-important business side with Ulster University’s onlineFinTech Management MSc.Study part-time and work towards aPG Cert,PG Dipor fullMScqualification, combining the latest theory and practice taught by an industry expert faculty.
September, November
FeesPlease see the university website for further information on fees for this course.
MSc,PGDip,PGCert
Two years, part-time
Coleraine
United Kingdom
""
