2147
https://www.findamasters.com/masters-degrees/course/criminal-psychology/?i343d744c70857
Criminal Psychology
University of Portsmouth
School of Criminology and Criminal Justice
True
This course is still in the process of being set up. For more information please contact the University of Portsmouth.
September
""
MSc
1 year full-time, 2 years part-time
Portsmouth
United Kingdom
""
