1532
https://www.findamasters.com/masters-degrees/course/business-management-sustainable-management/?i571d8131c63080
Business Management - Sustainable Management
Steinbeis University Berlin
Institute of Executive Capabilities
True
Study ConceptAcross the globe, sustainability has become an increasingly important topic for industries and organizations. Today’s organizations are expected to realize and manage the impact they have not only on the economy and society but also on the environment. This intersection of business and sustainability is what Sustainable Management is, and it supports the long-term viability of a business.
Any Month
Fees€373 per month, , plus a one-off Administration and Enrolment Fee of €250
MSc
2 Years
Berlin
Germany
""
