4640
https://www.findamasters.com/masters-degrees/course/management-msc-pgdip-pgcert/?i347d4357c27586
Management - MSc/PGDip/PGCert
University of Salford
Salford Business School
True
International applicants: please check theinternational intakespage for the latest information and application
September, November
FeesPlease see the university website for further information on fees for this course.
PGDip,MSc,PGCert
1 year Full-time; 2 years Part-time
Manchester
United Kingdom
On Campus
