3591
https://www.findamasters.com/masters-degrees/course/geoinformatics-for-urbanised-society/?i1251d6464c63954
Geoinformatics for Urbanised Society
University of Tartu
Masters Programmes
True
The 2-year master's programme in Geoinformatics for Urbanised Societyprepares highly qualified specialists in handling and analysing spatial data to understand global environmental and urban processes better and develop decision support systems for public, private, and non-governmental sectors.
September
Fees6,000 EUR per year
MSc
2 years
Tartu
Estonia
On Campus
