434
https://www.findamasters.com/masters-degrees/course/accounting-and-finance-msc/?i282d4294c70599
Accounting and Finance - MSc
University of Birmingham
Birmingham Business School
True
Invest in a global career and reshape the future with our MSc Accounting and Finance
September
FeesPlease see the university website for further information on fees for this course.
MSc
1 Year Full Time
Birmingham
United Kingdom
On Campus
