5271
https://www.findamasters.com/masters-degrees/course/masters-in-hospitality-management/?i69d5036c69210
Masters in Hospitality Management
Ecole hotelière de Lausanne
Master Programmes
True
With our Master in Hospitality Management, you will be in the best position to kickstart your career in a various hospitality management functions. Our program combines advanced hospitality knowledge with real-world experience. It teaches you the theory behind service model strategies and gives you an opportunity to apply your knowledge through live projects and a professional immersion in a real hospitality setting.
September
FeesSee our website for programme fees.
MSc,Other
18 months full-time
Lausanne
Switzerland
On Campus
