993
https://www.findamasters.com/masters-degrees/course/applied-data-science-msc/?i231d251c71320
Applied Data Science MSc
Swansea University
School of Mathematics and Computer Science
True
Applied Data Science Course OverviewThe MSc in Applied Data Science is designed to provide appropriate training to students with a non-specialist background to enable them to enhance their future opportunities and play a key role in digital economy.
September
FeesPlease visit our website for the Applied Data Science course fee information.
MSc
1 year full-time
Swansea
United Kingdom
On Campus
