1241
https://www.findamasters.com/masters-degrees/course/automation-control-and-robotics-work-experience-msc/?i219d2021c68042
Automation Control and Robotics (Work Experience) (MSc)
Sheffield Hallam University
Postgraduate Courses
True
Develop and enhance your advanced technical and problem-solving skills in the areas of control engineering, industrial automation and robotics, with additional work experience.
September, January
FeesHome: £9,910 per year (£1,500 for placement year)International/EU: £16,385 per year (£1,500 for placement year)Please see the university website for further information on fees for this course.
MSc
2 years full time
Sheffield
United Kingdom
On Campus
