4373
https://www.findamasters.com/masters-degrees/course/international-political-economy-msc/?i2d7781c44929
International Political Economy MSc
Aberdeen University
School of Social Science
True
Do  you want to work internationally? The degree in International Political Economy will allow you to work either internationally or at home in an international position. You develop an understanding of the world affairs that shape our world in terms of society, trade, security, the definition of boundaries within regions and countries.
September, January
Feesabdn.ac.uk/study/postgraduate-taught/finance-funding-1599.phpView course fees on the programme page
MSc
12 Months Full Time, 24 Months Part Time
Aberdeen
United Kingdom
On Campus
