4683
https://www.findamasters.com/masters-degrees/course/management-and-finance-msc/?i13d8006c21278
Management and Finance - MSc
Bangor University
College of Arts, Humanities and Business
True
This programme is accredited by the Chartered Management Institute (CMI). Students of this programme will graduate with the dual award of a Bangor University Masters and a Level 7 Certificate in Strategic Management and Leadership.This degree programme provides the opportunity to follow the prestigious CFA (Chartered Financial Analyst) specialist pathway and acquire the skills to complete the CFA Level 1 examination (for both September-intake and January-intake students). Clickherefor more
September, January
FeesPlease see the university website for further information on fees for this course.
MSc
1 year full time
Bangor
United Kingdom
On Campus
