3058
https://www.findamasters.com/masters-degrees/course/environmental-management-for-business-msc/?i50d6726c866
Environmental Management for Business (MSc)
Cranfield University
Environment and Agrifood
True
Study for a successful environmental management careerThisEnvironmental Management for Business MScis designed to prepare you for a successful environmental management career working in business, the public sector or NGOs. Delivered in association with the globally renowned Cranfield School of Management, this course enables you to develop the advanced theoretical knowledge and practical skills required to critically evaluate complex environmental issues, develop effective strategies and lead their implementation.
October
FeesPlease see the university website for further information on fees for this course.
MSc,PGCert,PGDip
One year full-time, two-three years part-time
Bedford
United Kingdom
On Campus
