4129
https://www.findamasters.com/masters-degrees/course/international-business-msc/?i295d3397c18846
International Business (MSc)
University of Derby
College of Business, Law and Social Sciences
True
Go far in the dynamic world of international business. Our MSc International Business is aimed at students from a generalist background who want to gain the specialist skills, in-depth business knowledge and global mindset to succeed.
January, September
FeesPlease see the university website for further information on fees for this course.
MSc
1 year full time, 2-3 years part time
Derby
United Kingdom
On Campus
