4084
https://www.findamasters.com/masters-degrees/course/intelligent-transport-planning-and-engineering-msc/?i298d3331c62111
Intelligent Transport Planning and Engineering MSc
University of East London
School of Architecture, Computing and Engineering
True
The programme is designed to meet the increasing demand for transport professionals with advanced skills in sustainable, integrated and intelligent transportation systems. The programme will provide you with the fundamental and advanced engineering knowledge that a modern transportation engineer needs for planning and managing the complex multi-modal transport system.
September
FeesPlease see the university website for further information on fees for this course.
MSc
See programme description
London
United Kingdom
On Campus
