2810
https://www.findamasters.com/masters-degrees/course/electronic-and-electrical-engineering-msc/?i353d460c12265
Electronic & Electrical Engineering MSc
University of Strathclyde
Department of Electronic & Electrical Engineering
True
You can select classes from the extensive range of postgraduate taught courses delivered by our Department of Electronic & Electrical Engineering. This unique flexible structure allows you to build a personalised Masters programme that meets your academic interests and career aspirations.The course can lead to a wide range of career opportunities. Recent graduates have gained well paid positions in:
September, January
FeesPlease see the university website for further information on fees for this course.
MSc
12 Months
Glasgow
United Kingdom
On Campus
