4027
https://www.findamasters.com/masters-degrees/course/information-technology-with-business-intelligence-pgcert-pgdip-msc/?i200d2092c47842
Information Technology with Business Intelligence (PgCert/PgDip/MSc)
Robert Gordon University
School of Computing
True
The MSc Information Technology with Business Intelligence degree provides an opportunity for candidates wishing to formalise their existing IT experience with a qualification, and for graduates of non-computing disciplines to develop the specialist skills suitable to transition into an exciting career in computing, with a specialism in business intelligence.The course will provide you with the core computing and business intelligence knowledge and skills required to work within a technical IT environment.
September, January
FeesPlease see the university website for further information on fees for this course.
PGCert,MSc,PGDip
12-16 months full-time; 28-36 months part-time
Aberdeen
United Kingdom
On Campus
