3005
https://www.findamasters.com/masters-degrees/course/environmental-and-business-management-msc/?i13d8007c32678
Environmental and Business Management - MSc
Bangor University
College of Environmental Sciences and Engineering
True
This course hasIEMAapproval.This one-year course is intended for students with a keen interest in integrating environmental management with business practices. It includes free membership to IEMA, the professional body for Environmental and Sustainability.
September
FeesPlease see the university website for further information on fees for this course.
MSc
1 year full time
Bangor
United Kingdom
On Campus
