2154
https://www.findamasters.com/masters-degrees/course/criminology-msc/?i16d9017c52535
Criminology (MSc)
Birkbeck, University of London
School of Social Sciences
True
Our MSc Criminology offers you unique insights into crime, punishment and justice in today’s world. It explores both cutting-edge criminological theory and current real-world phenomena related to crime and punishment. This criminology degree provides you with a multidisciplinary platform
October, January
FeesPlease see the university website for further information on fees for this course.
MSc
1 year full-time or 2 years part-time
London
United Kingdom
On Campus
