5280
https://www.findamasters.com/masters-degrees/course/masters-in-management-mim/?i233d5264c58729
Masters in Management (MiM)
University of Lisbon
ISEG - Lisbon School of Economics and Management
True
Objetives:Framed within theUnited Nation’s 17 Sustainable Development Goals(SDGs), the MiM program is fully developed to prepare students to be the responsible managers of the future: all management areas are taught and discussed taking into account the SDGs.
September
FeesInternational Students: 9800€EU Students: 7800€
MSc
2 Years
Lisbon
Portugal
On Campus
