1662
https://www.findamasters.com/masters-degrees/course/civil-engineering-and-management-msc/?i307d7918c68197
Civil Engineering & Management - MSc
University of Glasgow
Adam Smith Business School
True
The Masters in Civil Engineering & Management introduces you to contemporary business and management issues while increasing your depth of knowledge in your chosen civil engineering
January, September
FeesPlease see the university website for further information on fees for this course.
MSc
1 Year Full Time
Glasgow
United Kingdom
On Campus
