4361
https://www.findamasters.com/masters-degrees/course/international-mba-focus-international-logistics-and-supply-chain-management/?i886d8831c68646
International MBA - Focus International Logistics & Supply Chain Management
University of Applied Sciences, Bremen
International Graduate Center
True
+++ This study program is accredited by the European Foundation for Management Development (EFMD) +++Study in Bremen – a thriving logistics hub in Northern
October
FeesPlease see the university website for further information on fees for this course.
MBA,MSc,IMBA
3 Semesters
Bremen
Germany
On Campus
