4589
https://www.findamasters.com/masters-degrees/course/m-sc-management-and-engineering-in-technology-innovation-marketing-and-entrepreneurship-mme-time-part-time/?i817d8119c55181
M.SC. MANAGEMENT AND ENGINEERING IN TECHNOLOGY, INNOVATION, MARKETING AND ENTREPRENEURSHIP (MME TIME) – part-time
RWTH Aachen University
RWTH Business School
False
Apply before January 15 to benefit from our Early Bird discount of 3,000 €!If you want to develop as a professionalwhile pursuing your work or other duties outside university, this part-time learning program will be ideal for you:
October
Fees30,000 €
MSc
6 semesters
Aachen
Germany
On Campus
