3149
https://www.findamasters.com/masters-degrees/course/evolutionary-language-science/?i377d8404c60596
Evolutionary Language Science
University of Zurich
Department of Comparative Language Science
True
Language Science from an Evolutionary PerspectiveThe interdisciplinary Master's program of the Department of Comparative Language Science at University of Zurich aims to understand language as a central cognitive faculty of humans, especially in comparison to other species.
September, February
FeesPlease see the university website for further information on fees for this course.
MA,MSc
2 years
Zurich
Switzerland
On Campus
