4107
https://www.findamasters.com/masters-degrees/course/international-affairs-master-programme/?i2112d8646c66549
International Affairs, Master Programme
Linnaeus University
Masters programmes
True
The programme is intended for students who have an interest in business intelligence relating to international political issues, studies abroad and international placement.
August
FeesTuition fee, first payment: 55,000 SEKTuition fee, total: 220,000 SEK
MSc
2 years full-time
Kalmar
Sweden
On Campus
