3703
https://www.findamasters.com/masters-degrees/course/gravitational-wave-physics-msc/?i33d4095c55427
Gravitational Wave Physics - MSc
Cardiff University
Cardiff School of Physics and Astronomy
True
Why study this courseThe Gravitational Wave Physics MSc provides broad and comprehensive training in both theory and experiment in gravitational wave (GW) physics and
September
FeesFor programme fees please visit our website:Please see the university website for further information on fees for this course.
MSc
1 year full time
Cardiff
United Kingdom
On Campus
