3006
https://www.findamasters.com/masters-degrees/course/environmental-and-infrastructure-planning-msc/?i1114d7103c37530
Environmental and Infrastructure Planning MSc
University of Groningen
Spatial Sciences
True
Do you wonder about how cities and urban regions can become more sustainable and liveable? How to design innovative policy solutions for pressing environmental, water and road infrastructure problems?
September, February
FeesPlease see the university website for further information on fees for this course.
MSc
1 year full time
Groningen
Netherlands
On Campus
