3879
https://www.findamasters.com/masters-degrees/course/human-resource-management-msc/?i282d4294c14583
Human Resource Management - MSc
University of Birmingham
Birmingham Business School
True
Our MSc Human Resource Management course places responsible business, decent work and good people management at the forefront of teaching and research.Championing responsible employment and ethical people managementGlobalization means that effective and fair management of people is more vital than ever. Graduates will be engaged with critical thinking to, ideally, become more ethically aware and morally responsible managers, employees and citizens, equipped to promote good people management ideas and practices in workplaces and wider society.
September
FeesPlease see the university website for further information on fees for this course.
MSc
1 year full-time
Birmingham
United Kingdom
On Campus
