4121
https://www.findamasters.com/masters-degrees/course/international-business-msc/?i307d7918c21562
International Business - MSc
University of Glasgow
Adam Smith Business School
True
International Business will provide you with advanced knowledge and skills in international business, cross-cultural management and entrepreneurship in an international
September
FeesPlease see the university website for further information on fees for this course.
MSc
1 year full-time
Glasgow
United Kingdom
On Campus
