1182
https://www.findamasters.com/masters-degrees/course/artificial-intelligence-and-machine-learning-msc/?i147d3863c59804
Artificial Intelligence and Machine Learning MSc
Liverpool John Moores University
Faculty of Engineering and Technology
True
A very topical course, combining theory and practical aspects of machine learning with a view to forming capable professionals for the jobs market in this field.
September
FeesPlease see the university website for further information on fees for this course.
MSc
1 year full-time
Liverpool
United Kingdom
On Campus
