4412
https://www.findamasters.com/masters-degrees/course/international-tourism-hospitality-and-event-management-msc/?i313d3269c71001
International Tourism, Hospitality and Event Management MSc
University of Hertfordshire
Hertfordshire Business School
True
Why choose Herts?Industry accreditations: The University is a member of the Tourism Management Institute (TMI), Association of British Travel Agents (ABTA), and the Association for Event Management Education (AEME).Employment prospects: Graduates work as hotel customer relations managers, travel agents, and airline staff for organisations including Four Seasons Hotels and Resorts, Expedia Group, and TUI.Flexibility: You have the option to complete the course on fast-track in one academic year, or to complete in two-years with a choice of a work placement or advanced research.About the courseView course
See Course
FeesPlease see the university website for further information on fees for this course.
MSc
1 Year Full Time / 2 Years Part Time
Hatfield
United Kingdom
On Campus
