3313
https://www.findamasters.com/masters-degrees/course/financial-and-computational-mathematics-msc/?i338d848c34249
Financial and Computational Mathematics MSc
University of Nottingham
School of Mathematical Sciences
True
The course teaches advanced financial mathematics combined with computational techniques. You'll learn mathematical techniques and skills that are used across the financial sector to quantify and hedge risk. Practical experience of using computational and statistical software will develop your skills in mathematical modelling.This MSc at Nottingham can provide many career opportunities in sectors including:investment and commercial bankingquantitative and actuarial analysishedge fund managementresearch in academia and industryCourse structureThe programme includes teaching expertise from theSchool of Mathematical Sciencesand theSchool of Economics. You will study core modules including:
September
FeesPlease see the university website for further information on fees for this course.
MSc
Full-time: 12 months
Nottingham
United Kingdom
On Campus
