3938
https://www.findamasters.com/masters-degrees/course/human-computer-interaction-ms/?i693d7481c44243
Human-Computer Interaction MS
Rochester Institute of Technology USA
Masters Programs
True
In the human-computer interaction master's degree, you'll study how people interact with websites, computer systems, and software, enabling you to create intuitive interfaces that improve how we interact with and use emerging technologies.Online Option AvailableCo-op/Internship EncouragedSTEM-OPT Visa Eligible100%Outcome Rate of RIT Graduates from
See Course
FeesPlease see the university website for further information on fees for this course.
MSc
See website for details
Rochester
USA
On Campus
