43
https://www.findamasters.com/masters-degrees/course/construction-law-and-dispute-resolution-msc/?i132d5324c17040
Construction Law & Dispute Resolution MSc
King’s College London
The Dickson Poon School of Law
True
Our academically-led and practice- informed Construction Law & Dispute Resolution course will provide you with a unique perspective on this fast-moving area of law. You will be taught over a series of three-day sessions, which is ideal if you have limited time for
September
FeesPlease see the university website for further information on fees for this course.
MSc
See Programme Description
London
United Kingdom
On Campus
