1169
https://www.findamasters.com/masters-degrees/course/artificial-intelligence-msc/?i219d2021c68032
Artificial Intelligence (MSc)
Sheffield Hallam University
Postgraduate Courses
True
Develop practical skills in the exciting and fast-moving field of artificial intelligence and machine learning, on this academic and industry-led applied course.
September, January
FeesOur tuition fee for UK students starting full-time study in 2023/24 is £9,910 for the course.Please see the university website for further information on fees for this course.
MSc
1 year full time
Sheffield
United Kingdom
On Campus
