228
https://www.findamasters.com/masters-degrees/course/msc-energy-engineering-management/?i67d3385c64916
MSc Energy Engineering Management
Durham University
Durham University Business School
True
Climate Change is an indisputable reality. Universities around the world are preparing students with the right skills to support the essential move toward Net Zero across the globe; balancing greenhouse gases produced, with greenhouse gases removed from the earth’s atmosphere.
September
FeesHome / Island students £13,000EU / International Students £28,500
Other,MSc
1 year full time
Durham
United Kingdom
On Campus
