4320
https://www.findamasters.com/masters-degrees/course/international-management-digital-business-msc/?i235d3020c46255
International Management (Digital Business) MSc
Teesside University
Teesside University Business School
True
If you’re seeking to pursue a career in digital business, e-commerce, digital marketing and business operations, then this international management course is for you.You gain an in-depth knowledge of the global marketplace with a specialist focus on the role of digital business technologies. And develop a range of business and technical skills including working effectively within international business management project teams.
September, January
FeesPlease see the university website for further information on fees for this course.
MSc
1 year (September start) or 16 months (January start)
Middlesbrough
United Kingdom
On Campus
