4936
https://www.findamasters.com/masters-degrees/course/master-of-arts-master-of-science-disaster-management-mumbai-campus/?i3729d8877c69517
Master of Arts / Master of Science (Disaster Management) - Mumbai Campus
TATA Institute of Social Sciences
Department of Social Sciences
True
Apply
July
FeesSee website for programme fees.
MA,MSc,Other
1 year full time
Mumbai
India
On Campus
