2837
https://www.findamasters.com/masters-degrees/course/electronics-and-electrical-engineering-and-management-msc/?i307d4813c21359
Electronics & Electrical Engineering & Management - MSc
University of Glasgow
College of Science and Engineering
True
The Masters in Electronics & Electrical Engineering & Management introduces you to contemporary business and management issues while increasing your depth of knowledge in your chosen speciality of electronics and electrical
September, January
FeesPlease see the university website for further information on fees for this course.
MSc
1 year full-time
Glasgow
United Kingdom
On Campus
