295
https://www.findamasters.com/masters-degrees/course/msc-international-business/?i1211d6419c27339
MSc International Business
University of Nottingham Ningbo China
International Masters Courses
True
This is a career-changing programme for non-business students.This programme aims to develop knowledge and skills in fundamental management disciplines, while also including specialist modules in various areas of international business.With the global economy increasingly influencing the business world, this programme provides non-business school graduates with a solid foundation in international business theory and practice.Apply
September
FeesDomestic course fees: 100,000 RMB / yearInternational course fees: 110,000 RMB / year
MSc
12 months full time
Ningbo
China
On Campus
