2276
https://www.findamasters.com/masters-degrees/course/data-analytics-with-banking-and-finance-msc/?i219d2021c68033
Data Analytics with Banking and Finance MSc
Sheffield Hallam University
Postgraduate Courses
True
Develop the skills you need to become an excellent data analyst, applying your skills to finance, banking and investment.
September
FeesOur tuition fee for UK students starting full-time study in 2024/25 is £10,310 for the course without a placement. Or £11,810 with a placement.Please see the university website for further information on fees for this course.
MSc
1-2 years full time
Sheffield
United Kingdom
On Campus
