909
https://www.findamasters.com/masters-degrees/course/analytical-chemistry-msc-pgdip/?i16d9015c2621
Analytical Chemistry (MSc/PGDip)
Birkbeck, University of London
School of Natural Sciences
True
Our analytical chemistry postgraduate course delivers comprehensive training in analytical chemistry, with a specialist module in clinical analysis.This course offers the opportunity to complete an analytical chemistry research project in our laboratories, with constant contact between staff and students which creates opportunities for you to comment on, and take responsibility for, the direction of your studies. Alternatively the project may be completed at your place of work if appropriate.
October
FeesPlease see the university website for further information on fees for this course.
MSc,PGDip
1 year full-time or 2 years part-time
London
United Kingdom
On Campus
