4125
https://www.findamasters.com/masters-degrees/course/international-business-msc-pgdip-pgcert/?i347d4357c2548
International Business - MSc/PGDip/PGCert
University of Salford
Salford Business School
True
International applicants: please check theinternational intakespage for the latest information and application dates.This course has been designed to equip recent graduates who aspire to manage organisations across national borders with the knowledge and skills to confront the challenges of operating in a global, interconnected world that is increasingly digital - yet also increasingly characterised by risk, uncertainty and complex problems.
September, January
FeesPlease see the university website for further information on fees for this course.
MSc
1 year Full-time
Manchester
United Kingdom
On Campus
