3610
https://www.findamasters.com/masters-degrees/course/geospatial-sciences-geographic-information-science-and-computing-msc/?i274d1826c53439
Geospatial Sciences (Geographic Information Science and Computing) MSc
University College London
Department of Civil, Environmental & Geomatic Engineering
True
Register your interest in study at UCLThe Geospatial Sciences (GIS and Computing) MSc teaches students the theory, tools and techniques for working with geospatial data, from acquisition to processing to analysis. Students have the opportunity to engage and work with academics and industrial partners on cutting-edge research through seminars and a dissertation.
September
FeesFull time - £18,000Part time - £9,000
MSc
1 year full time, 2 years part time
London
United Kingdom
On Campus
