4549
https://www.findamasters.com/masters-degrees/course/logistics-data-analytics-and-supply-chain-management-msc/?i285d7564c52954
Logistics, Data Analytics and Supply Chain Management - MSc
University of Bradford
Faculty of Management, Law and Social Sciences
True
Our new Master’s programme in Logistics, Data Analytics and Supply Chain Management is designed for those considering broadening their knowledge beyond their existing discipline and securing a career in logistics, supply chain and transport field.The programme is designed with inputs from logistics and supply chain professionals and focuses on the integration of data analytics techniques relating to this business field.You will develop your understanding of topics such as:
September, January
FeesPlease see the university website for further information on fees for this course.
MSc
12-15 months Full-time; 24-27 months Part-time
Bradford
United Kingdom
On Campus
