176
https://www.findamasters.com/masters-degrees/course/msc-business-analytics/?i67d3385c54703
MSc - Business Analytics
Durham University
Durham University Business School
True
Register your interest to Discover more about Durham!The MSc Business Analytics course is intended to provide premium Masters-level education and training in relevant areas of contemporary business analytics in a supportive research-led interdisciplinary learning environment.The broad aims are:
September
FeesFull Time FeesHome students £33,500 per yearEU students £33,500 per yearIsland students £33,500 per yearInternational students £33,500 per year
MSc
1 year full-time
Durham
United Kingdom
On Campus
