911
https://www.findamasters.com/masters-degrees/course/analytical-chemistry-msc/?i300d5263c62846
Analytical Chemistry MSc
University of Edinburgh
School of Chemistry
True
Learning outcomesOn completion of the degree, students will be able to:
September
FeesTuition fees vary between degree programmes. Find the specific fees for your chosen programme on our website.
MSc
1 year full-time
Edinburgh
United Kingdom
On Campus
