921
https://www.findamasters.com/masters-degrees/course/animal-behaviour-msc/?i350d538c54880
Animal Behaviour (MSc)
University of St Andrews
School of Biology
True
The MSc in Animal Behaviour is a one-year taught programme run by the School of Biology. This programme has a distinct focus on the theoretical, experimental design-based, analytical and technical approaches underpinning modern animal behaviour research.
September
FeesPlease see the university website for further information on fees for this course.
MSc
One year full time
St Andrews
United Kingdom
On Campus
