2028
https://www.findamasters.com/masters-degrees/course/computing-science-msc-pgdip-pgcert/?i307d4813c21578
Computing Science - MSc/PgDip/PgCert
University of Glasgow
College of Science and Engineering
True
The Masters in Computing Science provides you with a thorough grounding in advanced computing science, together with experience of conducting a development project, preparing you for responsible positions in the IT
September
FeesPlease see the university website for further information on fees for this course.
PGCert,PGDip,MSc
1 year full-time
Glasgow
United Kingdom
On Campus
