4697
https://www.findamasters.com/masters-degrees/course/management-consultancy-and-organisational-change-msc/?i16d9009c26237
Management Consultancy and Organisational Change (MSc)
Birkbeck, University of London
Birkbeck Business School
True
Our MSc Management Consultancy and Organisational Change blends management consultancy theory and practice from the viewpoint of organisational and strategic change. This unique and innovative degree offers you the opportunity to develop your knowledge, skills and capabilities to operate as a successful
October
FeesPlease see the university website for further information on fees for this course.
MSc
1 year full-time or 2 years part-time
London
United Kingdom
On Campus
